X0, Y0, X5, Y5, X10, Y10, X15, Y15, X20, Y20, X25, Y25, X30, Y30, X35, Y35, X40, Y40, X45, Y45, X50, Y50, X55, Y55, X60, Y60, X65, Y65, X70, Y70, X75, Y75, X80, Y80, X85, Y85, X90, Y90, X95, Y95, X100, Y100, Symbol
0.5885751, 0.7658327, 0.613959, 0.9741195, 0.6302724, 0.9970328, 0.6140013, 1, 0.5450577, 0.9684228, 0.4170973, 0.8623845, 0.3538688, 0.7884346, 0.1650511, 0.633355, 0.02317902, 0.531131, 0.1316387, 0.4563559, 0.2721656, 0.4573822, 0.6753621, 0.4968832, 0.8445376, 0.5001035, 0.9407018, 0.5000615, 1, 0.465346, 0.9022548, 0.3686089, 0.8513523, 0.3029232, 0.5594059, 0.08607157, 0.4516793, 0.02293449, 0.4698576, 0, 0.4698576, 0, Lighting
0.7109128, 0.8887865, 0.6394834, 0.9860479, 0.5155401, 0.9694138, 0.3303633, 0.8321658, 0.2342706, 0.7473205, 0.05473411, 0.6255512, 0, 0.5614795, 0.02161701, 0.5373074, 0.2440852, 0.5161424, 0.4483587, 0.5138466, 0.6655687, 0.524694, 0.961283, 0.5147078, 1, 0.4882052, 0.9761478, 0.4613851, 0.929148, 0.4205545, 0.8643403, 0.3446375, 0.6870547, 0.1600422, 0.4725023, 0.02974697, 0.454639, 0.008792875, 0.441626, 0, 0.441626, 0, Lighting
0.651018, 0.6718343, 0.6591985, 0.8190892, 0.6453264, 0.9490328, 0.5802453, 1, 0.3744636, 0, 0.3114969, 0.8277464, 0.1490267, 0.7157452, 0.05350419, 0.6228536, 0.01254831, 0.5522963, 0.2502854, 0.5408083, 0.4235738, 0.5519841, 0.8008937, 0.5602206, 0.3744636, 0, 0.9987791, 0.5260057, 0.8906639, 0.4489261, 0.7548485, 0.3882754, 0.476763, 0.1055934, 0.4444132, 0.04782371, 0.3528281, 0.01804891, 0.3744636, 0, 0.3744636, 0, Lighting
0.6006396, 0.9989939, 0.5948829, 1, 0.4891607, 0.8925946, 0.3657028, 0.7954469, 0.2045032, 0.6339873, 0.01609674, 0.4790961, 0.01609674, 0.4790961, 0.06058338, 0.3903688, 0.3236939, 0.3850287, 0.5158983, 0.4302493, 0.7211639, 0.4447266, 0.9635174, 0.4569458, 1, 0.4402741, 0.9024258, 0.3918894, 0.7311761, 0.2570698, 0.569915, 0.07588163, 0.5212657, 0.02057504, 0.473152, 0.01603171, 0.3514603, 0.005444805, 0.3334894, 0, 0.3334894, 0, Lighting
0.4882047, 1, 0.4305285, 0.9745174, 0.3830001, 0.8845199, 0.3198698, 0.7798219, 0.3198698, 0.7798219, 0.2258643, 0.6229209, 0.1328283, 0.4879846, 0, 0.381571, 0.0565541, 0.2761101, 0.1154225, 0.2469905, 0.1786552, 0.2390119, 0.1786552, 0.2390119, 0.5124111, 0.256071, 0.754272, 0.2736331, 0.9332194, 0.3165528, 0.9332194, 0.3165528, 1, 0.281053, 0.9374125, 0.2144779, 0.9374125, 0.2144779, 0.8461403, 0, 0.8461403, 0, Lighting
0.5967388, 0.984183, 0.5421339, 0.9979233, 0.4451669, 0.9016939, 0.1563099, 0.6746256, 0, 0.5489959, 0.1491314, 0.5029573, 0.4239642, 0.5015945, 0.9247127, 0.5353778, 1, 0.5227217, 0.9024199, 0.4562828, 0.7027224, 0.2646436, 0.4583538, 0.1361855, 0.3995774, 0.08961701, 0.3134653, 0.07047959, 0.329782, 0.009991403, 0.4115959, 0.01896926, 0.4439511, 0.01848774, 0.4647338, 0.01122246, 0.4618079, 0.01054459, 0.4569572, 0.00855845, 0.4492912, 0.01614927, Lighting
0.6476429, 0.9903311, 0.4713047, 0.9544622, 0.2236213, 0.7865241, 0, 0.6235183, 0.2677233, 0.5643895, 0.8964957, 0.5685223, 0.9896886, 0.5016298, 0.7810703, 0.3355603, 0.3998019, 0.1109663, 0.3215746, 0.01491495, 0.458599, 0.07592551, 0.3183522, 0, 0.3594822, 0.02384214, 0.386686, 0.02970407, 0.4034128, 0.03231889, 0.422739, 0.03978818, 0.4181692, 0.04378498, 0.4137598, 0.03743803, 0.3953621, 0.04195224, 0.4215295, 0.0537201, 0.458599, 0.07592551, Lighting
0.6460618, 0.8233313, 0.6325777, 0.969529, 0.5183288, 0.9994408, 0.421638, 0.9213638, 0.1880962, 0.7524164, 0.002092419, 0.6435107, 0.2567434, 0.5951724, 0.8303803, 0.6194775, 1, 0.5951324, 0.8186022, 0.4948738, 0.5530131, 0.285361, 0.32066, 0.1194493, 0.2353704, 0.0347953, 0.263347, 0.009499375, 0.3835875, 0.01783619, 0.4172138, 0.01252424, 0.4296247, 0.02673151, 0.4158457, 0.03164594, 0.4284222, 0.02811187, 0.4518003, 0.05197828, 0.472166, 0.05873403, Lighting
0.6254008, 0.9230002, 0.5358642, 0.9953415, 0.4456595, 0.9399196, 0.2722597, 0.8091313, 0.01170626, 0.5920759, 0.2519229, 0.5803931, 0.652026, 0.6353278, 0.9855185, 0.6555387, 0.8848518, 0.5673088, 0.6774136, 0.4024039, 0.3746574, 0.1563498, 0.2485245, 0.04049937, 0.241056, 0.01087118, 0.323802, 0.03202439, 0.3678218, 0.03659544, 0.3440582, 0.04294364, 0.3669553, 0.03392534, 0.4122645, 0.02740199, 0.4157419, 0.03027265, 0.3662663, 0.04072493, 0.3662663, 0.04072493, Lighting
0.4708299, 0.6901427, 0.5375395, 0.8938293, 0.5739496, 0.9958962, 0.3816765, 0.8842424, 0.05583395, 0.7056037, 0.1639683, 0.612342, 0.7637866, 0.6246498, 1, 0.605118, 0.6550848, 0.4451404, 0.3384597, 0.09639981, 0.3342957, 0.02593302, 0.2934776, 0.01320761, 0.2998414, 0.01274619, 0.3246651, 0, 0.3603315, 0.02746597, 0.3935977, 0.02178545, 0.402359, 0.03151916, 0.3992594, 0.02950019, 0.3789298, 0.02532143, 0.3634393, 0.0304423, 0.3634393, 0.0304423, Lighting
0.5880574, 0.8254724, 0.6055157, 0.9907081, 0.310551, 0.8476716, 0.02077033, 0.6330979, 0.6735955, 0.6242323, 1, 0.6052607, 0.6165632, 0.416066, 0.3010374, 0.2162817, 0.2807169, 0.1796061, 0.3634627, 0.02764694, 0.6199781, 0.102988, 0.5375034, 0.02383306, 0.5112368, 0.02113836, 0.5201457, 0.02348776, 0.4924206, 0.02926433, 0.4643724, 0.02754256, 0.4908118, 0.04038712, 0.4891305, 0.03742626, 0.5255118, 0.05176889, 0.5782951, 0.08315881, 0.6199781, 0.102988, Lighting
0.7379983, 0.7876489, 0.7568518, 0.9401255, 0.7347213, 1, 0.7004912, 0.9933407, 0.4055921, 0.8650298, 0, 0.6706566, 0.326237, 0.6138719, 0.5753511, 0.6137244, 1, 0.5692884, 0.788283, 0.4720543, 0.7127402, 0.1488864, 0.5570363, 0, 0.5062304, 0.0263856, 0.4878552, 0.03893071, 0.4731503, 0.03825881, 0.4911966, 0.04109531, 0.507992, 0.03907694, 0.553834, 0.05065297, 0.6270068, 0.07938733, 0.7018667, 0.1233151, 0.7127402, 0.1488864, Lighting
0.8224988, 0.8006668, 0.8676084, 0.9309366, 0.863946, 0.9933843, 0.6761263, 0.9546371, 0.3011972, 0.8001098, 0.006801471, 0.6422736, 0, 0.6123922, 0.4471166, 0.6043227, 0.8748749, 0.5961573, 1, 0.5608752, 0.9913694, 0.5488172, 0.7981625, 0.4206176, 0.5965617, 0.2907484, 0.4715651, 0.173505, 0.5069132, 0.01357337, 0.5143937, 0.03739532, 0.5402596, 0.06034354, 0.552493, 0.06952172, 0.5256289, 0.07806354, 0.5624663, 0.1088826, 0.5624663, 0.1088826, Lighting
0.7103505, 0.9385099, 0.7103505, 0.9385099, 0.6410614, 1, 0.4684692, 0.8940611, 0.4684692, 0.8940611, 0.1913814, 0.7140157, 0.05525633, 0.6486344, 0.01668251, 0.5744212, 0.113387, 0.5585929, 0.2317995, 0.5625359, 0.3850157, 0, 0.9046169, 0.5941349, 0.9740336, 0.5767155, 0.9340441, 0.551075, 0.8355728, 0.5065081, 0.7085916, 0.4512082, 0.6363289, 0.3740545, 0.4327246, 0.2257901, 0.3644051, 0.1384063, 0.3850157, 0, 0.3850157, 0, Lighting
0.7583825, 0.7442232, 0.7819749, 0.8407229, 0.8243885, 0.9413338, 0.8168183, 1, 0.6840764, 0.9641374, 0.5900466, 0.8865453, 0.4596818, 0.7895018, 0.3109216, 0.7033974, 0.1354139, 0.5985568, 0.02747636, 0.5267552, 0.5534854, 0, 0.2413854, 0.4736492, 0.4684578, 0.4990026, 0.8488652, 0.5225163, 0.8488652, 0.5225163, 1, 0.4811477, 0.9431432, 0.4512724, 0.7346874, 0.261884, 0.7346874, 0.261884, 0.5534854, 0, 0.5534854, 0, Lighting
0.5772606, 0.7042453, 0.6760948, 0.9098893, 0.7012594, 0.9612021, 0.7144449, 1, 0.680291, 0.9922844, 0.6036949, 0.9403019, 0.4949534, 0.839821, 0.2816612, 0.6368828, 0.1516716, 0.4994134, 0.04215799, 0.3604613, 0.08648977, 0.2281745, 0.08648977, 0.2281745, 0.2255882, 0.2353425, 0.613387, 0.3104447, 0.8451297, 0.354613, 0.9482866, 0.3535698, 0.9482866, 0.3535698, 0.9608139, 0.2942776, 0.8719584, 0.172608, 0.7615284, 0, 0.7615284, 0, Lighting
0.8159732, 1, 0.8157229, 0.9976967, 0.7425584, 0.994891, 0.6496307, 0.9334282, 0.2404923, 0.7529386, 0.02731541, 0.6102467, 0, 0.5647914, 0.06409764, 0.540011, 0.394877, 0.5392556, 0.590142, 0.5439796, 0.8083724, 0.5367088, 1, 0.5103796, 0.9951968, 0.490929, 0.9091759, 0.4422948, 0.8085914, 0.3812939, 0.7037494, 0.3066891, 0.4836387, 0.1541203, 0.4299846, 0.1107972, 0.3461504, 0.04783834, 0.3159378, 0, 0.3159378, 0, Lighting
