X0, Y0, X5, Y5, X10, Y10, X15, Y15, X20, Y20, X25, Y25, X30, Y30, X35, Y35, X40, Y40, X45, Y45, X50, Y50, X55, Y55, X60, Y60, X65, Y65, X70, Y70, X75, Y75, X80, Y80, X85, Y85, X90, Y90, X95, Y95, X100, Y100, Symbol
0.9587584, 0.297544, 1, 0.5014871, 0.859773, 0.7223514, 0.7542133, 0.8404653, 0.5120018, 0.9850276, 0.5120018, 0.9850276, 0.2870114, 0.9761832, 0.05445986, 0.777015, 0.02059276, 0.6866345, 0.0228927, 0.4035827, 0.09400092, 0.1989723, 0.1768278, 0.1171274, 0.3173066, 0.05942307, 0.5690631, 0.01528403, 0.6654084, 0.03915328, 0.8086777, 0.1405591, 0.8431318, 0.2849809, 0.8465251, 0.3569235, 0.821323, 0.3758851, 0.7210458, 0.2609939, 0.7210458, 0.2609939, O
0.8343723, 0.2160169, 0.9463533, 0.3568723, 1, 0.4614984, 0.8922941, 0.719785, 0.8922941, 0.719785, 0.6910542, 0.9107327, 0.539282, 0.958044, 0.2279029, 0.9595155, 0.1234691, 0.8730001, 0.03966805, 0.7735682, 0.008585008, 0.6754739, 0.02733169, 0.4045064, 0.02733169, 0.4045064, 0.1913773, 0.1579258, 0.2881063, 0.05442136, 0.4370303, 0.01646203, 0.6365138, 0, 0.7818142, 0.04204481, 0.7418624, 0.02487976, 0.7403002, 0.004894557, 0.7403002, 0.004894557, O
0.9759102, 0.3468542, 1, 0.518643, 1, 0.518643, 0.9343397, 0.7325909, 0.8713192, 0.8328297, 0.8171711, 0.9130726, 0.7207172, 0.9711951, 0.6234627, 1, 0.2164665, 0.8356535, 0.1618327, 0.7704759, 0.0697813, 0.6718127, 0.01952538, 0.5262762, 0, 0.434523, 0.05048706, 0.3256716, 0.09501313, 0.2123505, 0.1907599, 0.1109942, 0.5237245, 0.006724855, 0.6668463, 0, 0.6668463, 0, 0.7358845, 0.01447464, 0.7358845, 0.01447464, O
0.8710427, 0.2196328, 0.8710427, 0.2196328, 1, 0.4419888, 0.956767, 0.6642442, 0.8200717, 0.8794982, 0.8200717, 0.8794982, 0.6326071, 1, 0.317009, 0.942821, 0.1780192, 0.8719478, 0.0979589, 0.7806708, 0.9841587, 0.08547814, 0, 0.2918574, 0.08577446, 0.1836908, 0.1959982, 0.07174508, 0.467356, 0.0134868, 0.625348, 0.004990822, 0.7401196, 0.02313195, 0.9304698, 0.1002007, 0.9841587, 0.08547814, 0.9841587, 0.08547814, 0.9841587, 0.08547814, O
0.6267802, 0.1433159, 0.7232563, 0.2834633, 0.9265824, 0.1175459, 0.9703274, 0.4446096, 0.9265824, 0.1175459, 0.9074147, 0.7779795, 0.9265824, 0.1175459, 0.7565182, 0.9436532, 0.9265824, 0.1175459, 0.2644498, 0.9863527, 0.9265824, 0.1175459, 0, 0.6613485, 0.9265824, 0.1175459, 0.04033849, 0.3691609, 0.9265824, 0.1175459, 0.3690608, 0.05352857, 0.9265824, 0.1175459, 0.6880099, 0, 0.9265824, 0.1175459, 0.9265824, 0.1175459, 0.9265824, 0.1175459, O
0.5736727, 0.1477316, 0.6680875, 0.2018252, 0.7624785, 0.2320223, 0.9327735, 0.3207948, 0.9754987, 0.4021156, 0.9894436, 0.6266659, 0.8745513, 0.8182654, 0.7990842, 0.887924, 0.7046366, 0.9704232, 0.4576295, 1, 0.2376691, 0.8987666, 0.1244829, 0.8242302, 0, 0.6689519, 0.01593299, 0.5661834, 0.05332696, 0.4537771, 0.2268422, 0.3059586, 0.4417324, 0.256481, 0.5305075, 0.2618982, 0.6050581, 0.2565583, 0.6901855, 0, 0.6901855, 0, O
0.8356473, 0.2750658, 0.9549047, 0.3994032, 0.9801391, 0.4809768, 0.9780598, 0.6803874, 0.9433525, 0.7970319, 0.7982893, 0.9188495, 0.7015921, 0.9735274, 0.4793744, 0.9796388, 0.1832726, 0.8255598, 0.07223038, 0.7066066, 0, 0.5490502, 0.01670055, 0.4674659, 0.04428149, 0.3809083, 0.1557133, 0.2661687, 0.3679824, 0.2042676, 0.4380562, 0.1990508, 0.6175963, 0.1688388, 0.7370307, 0.2049171, 0.8084249, 0.2152118, 0.8364213, 0, 0.8364213, 0, O
0.6191374, 0.0480362, 0.7534607, 0.2091324, 0.8908741, 0.283413, 0.9542036, 0.3199406, 1, 0.5417665, 0.8940766, 0.7582077, 0.8494991, 0.8344913, 0.662124, 0.9491779, 0.4217331, 0.985352, 0.3087169, 0.916281, 0.07441164, 0.785476, 0, 0.5990056, 0.009770798, 0.5330555, 0.05416501, 0.3202125, 0.1226749, 0.2422206, 0.2902173, 0.1266747, 0.5141682, 0.1007925, 0.6964597, 0.1333866, 0.7138613, 0.1241183, 0.768348, 0, 0.768348, 0, O
0.8333447, 0.1404051, 0.9576832, 0.3317153, 1, 0.5043144, 0.914679, 0.7276231, 0.8324236, 0.8201184, 0.6245373, 0.9463031, 0.525218, 0.9845111, 0.4111453, 1, 0.166958, 0.8880883, 0, 0.6876498, 0.7405968, 0, 0.03941287, 0.4255649, 0.182474, 0.2418385, 0.2813151, 0.1577018, 0.3902024, 0.1152385, 0.6584684, 0.1519963, 0.7000846, 0.1698373, 0.7608279, 0.2270517, 0.8024163, 0.2263262, 0.7405968, 0, 0.7405968, 0, O
0.4945908, 0.05403966, 0.5766509, 0.194355, 0.6725971, 0.2064336, 0.8910435, 0.3071882, 0.9641075, 0.4058011, 1, 0.5134079, 0.8966177, 0.765986, 0.7197012, 0.9552087, 0.7197012, 0.9552087, 0.463389, 1, 0.235294, 0.9174975, 0.05483188, 0.7765022, 0.05483188, 0.7765022, 0, 0.6009436, 0.04665502, 0.390052, 0.07919692, 0.2807492, 0.1770955, 0.1947605, 0.2675539, 0.1139274, 0.5198737, 0.06566848, 0.6030579, 0, 0.6030579, 0, O
